Tuete;Jahr;Stapel;Stapel Info;Tuetchen;Datum ;Fundort; Tuetchen Info;Menge an Schuppen ;Kernbodden;Boddenkette;Unklarheiten
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";38;3.3.86;Wittow;"2; 82; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";39;03.03.86;Wittow;"2; 69; 03.03.86";Wenig;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";40;3.3.86;Wittow;"2; 70; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";41;03.03.86;Wittow;"2; 73; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";42;3.3.86;Wittow;"2; 70; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";43;03.03.86;Wittow;"2; 72; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";44;3.3.86;Wittow;"2; 66; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";45;03.03.86;Wittow;"2; 73; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";46;3.3.86;Wittow;"2; 72; f!; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";47;03.03.86;Wittow;"2; 76; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";48;3.3.86;Wittow;"2; 71; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";49;03.03.86;Wittow;"2; 68; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";50;3.3.86;Wittow;"2; 78; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";51;03.03.86;Wittow;"2; 73; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";52;3.3.86;Wittow;"2; 69; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";53;03.03.86;Wittow;"2; 71; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";54;3.3.86;Wittow;"2; 72; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";55;03.03.86;Wittow;"2; 72; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";56;3.3.86;Wittow;"2; 75; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";57;03.03.86;Wittow;"2; 57; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";58;3.3.86;Wittow;"2; 82; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";59;03.03.86;Wittow;"2; 72; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";60;3.3.86;Wittow;"2; 78; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";61;03.03.86;Wittow;"2; 71; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";62;3.3.86;Wittow;"2; 78; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";63;03.03.86;Wittow;"2; 72; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";64;3.3.86;Wittow;"2; 81; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";65;03.03.86;Wittow;"2; 72; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";66;3.3.86;Wittow;"2; 72; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";67;03.03.86;Wittow;"2; 62; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";68;3.3.86;Wittow;"2; 83; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";69;03.03.86;Wittow;"2; 76; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";70;3.3.86;Wittow;"2; 83; 03.03.86";Wenig;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";71;03.03.86;Wittow;"2; 69; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";72;3.3.86;Wittow;"2; 80; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";73;03.03.86;Wittow;"2; 73; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";74;3.3.86;Wittow;"2; 70; 03.03.86";Wenig;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";75;03.03.86;Wittow;"2; 70; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";76;3.3.86;Wittow;"2; 63; 03.03";Wenig;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";77;03.03.86;Wittow;"2; 77; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";78;3.3.86;Wittow;"2; 74; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";79;03.03.86;Wittow;"2; 74; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";80;3.3.86;Wittow;"2; 77,5; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";81;03.03.86;Wittow;"2; 64; tot!; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";82;3.3.86;Wittow;"2; 70; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";83;03.03.86;Wittow;"2; 71; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";84;3.3.86;Wittow;"1; 89; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";85;03.03.86;Wittow;"1; 81; 03.03";Wenig;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";86;3.3.86;Wittow;"1; 101; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";87;03.03.86;Wittow;"1; 107; f !!; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";88;3.3.86;Wittow;"1; 90; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";89;03.03.86;Wittow;"1; 102; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";90;3.3.86;Wittow;"1; 88; 03.03.86";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";91;03.03.86;Wittow;"1; 110; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";92;3.3.86;Wittow;"1; 105; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";93;03.03.86;Wittow;"1; 91; 03.03.86";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";94;3.3.86;Wittow;"1; 108; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";95;03.03.86;Wittow;"1; 98; 03.03";Mittel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";96;3.3.86;Wittow;"1; 91; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";97;03.03.86;Wittow;"1; 86; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";98;3.3.86;Wittow;"1; 110; 03.03";Viel;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";99;03.03.86;Wittow;"126 kg; 130 iL; Hecht El; Hecht 1 2; 03.03.86";Leer;Breezer Bodden;Nordrügensche Bodden;mesohaline
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";100;28.2.86;Wittow;"El-Hechtg 76; 1986; F!!; 2; 28.02.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";101;28.02.86;Wittow;"81; 2; 28.02.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";102;28.2.86;Wittow;"75; 2; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";103;28.02.86;Wittow;"76; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";104;28.2.86;Wittow;"68; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";105;28.02.86;Wittow;"79; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";106;28.2.86;Wittow;"77; 2; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";107;28.02.86;Wittow;"67; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";108;28.2.86;Wittow;"80; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";109;28.02.86;Wittow;"74; 2; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";110;28.2.86;Wittow;"69,5; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";111;28.02.86;Wittow;"74;  2;28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";112;28.2.86;Wittow;"74,5; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";113;28.02.86;Wittow;"69; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";114;28.2.86;Wittow;"66,5; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";115;28.02.86;Wittow;"76,5; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";116;28.2.86;Wittow;"70; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";117;28.02.86;Wittow;"87; 2; 28.02";Wenig;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";118;28.2.86;Wittow;"67; 2; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";119;28.02.86;Wittow;"65,5; 2; 28.02";Wenig;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";120;28.2.86;Wittow;"Link 17; 72,5; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";121;28.02.86;Wittow;"72; 2; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";122;28.2.86;Wittow;"65,5; 2; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";123;28.02.86;Wittow;"79; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";124;28.2.86;Wittow;"63,5; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";125;28.02.86;Wittow;"2; 76,5; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";126;28.2.86;Wittow;"75; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";127;28.02.86;Wittow;"75,5; 2; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";128;28.2.86;Wittow;"76; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";129;28.02.86;Wittow;"77; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";130;28.2.86;Wittow;"61; 2; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";131;28.02.86;Wittow;"74,5; 2; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";132;28.2.86;Wittow;"82; 2; 28.02.1986";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";133;28.02.86;Wittow;"1; 89; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";134;28.2.86;Wittow;"1; 94; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";135;28.02.86;Wittow;"1; 86; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";136;28.2.86;Wittow;"1; 101; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
