Tuete;Jahr;Stapel;Stapel Info;Tuetchen;Datum ;Fundort; Tuetchen Info;Menge an Schuppen ;Kernbodden;Boddenkette;Unklarheiten
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";84;23.03.81;Grabow;"El 55,5; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";85;23.03.81;Grabow;49;Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";86;23.03.81;Grabow;"El 43,5; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";87;23.03.81;Grabow;"El 52; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";88;23.03.81;Grabow;"El 47,5; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";89;23.03.81;Grabow;47;Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";90;23.03.81;Grabow;47;Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";91;23.03.81;Grabow;42.5;Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";92;23.03.81;Grabow;46;Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";93;23.03.81;Grabow;"El 51,5; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";94;23.03.81;Grabow;"09/50/81; El 2 51,5; 23.3.81; 1 Kiste = 30 Stück ";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";95;23.03.81;Grabow;"1; Grabow; 23.3.81; El 90 cm";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";96;23.03.81;Grabow;"1; Grabow; 23.3.81; El 83,5";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";97;23.03.81;Grabow;"S = 1; El = 83; Grabow; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";98;23.03.81;Grabow;"Grabow; 23.3.81; El 65; 1";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";99;22.04.81;Born;"MP: 2; 22.4.81; Ll 25/ Born; 1465g/ 1325g; 52,5/ 44.0; Para: (mehr als)=> 50; Männlich 4(Gon-Gew. = 10g; F (Fett) = 3; M (Magen)= 2; F : Sc Bold; 08/04/81";Viel;Saaler Bodden;Darß-Zingster Bodden;Eventuell doch mesohaliner Fang Barther Bodden
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";100;22.04.81;Born;"L.l MP1; 22.4.81 Born; 550 gr/ 490; 39,0/32,5; 2 GR; para 34; Weiblich 2: 10 gr; F 3; M 2; F!; Operen; 1.R.; 2.R.";Wenig;Saaler Bodden;Darß-Zingster Bodden;Eventuell doch mesohaliner Fang Barther Bodden
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";101;22.04.81;Grabow;"Garbow; El 1; 825/ 700g; 42,5/ 49 cm; H = 7,5 g; F = 1; M = 0; Weiblich 5; Mai 81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";102;22.04.81;Grabow;"H Garlow; El 2; 1330 g 1220; 50,5/ 59; Männlich 4 - 21 g; H - 17,5; F -2 -3; M = 0";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";103;22.04.81;Grabow;"H Garbow; El 3; 770/ 660; 40/ 46; Weiblich 5; H = 13,5; F = 3; M =0";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";104;22.04.81;Grabow;"H Garbow; El 4; 800/ 750; 45/ 51; Weiblich 6; M = 0; F = 1; H = 17,5g";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";105;22.04.81;Grabow;"H Garbow; El 5; 570/ 530; 36,5/ 42; Männlich 4 = 4,5g; H = 7g; F = 1; M = 0";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";106;22.04.81;Grabow;"H Garbow; El 6; 720/ 660; 40/ 46; Männlich 4 = 11,0; H = 17; F=0; M = 0";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";107;22.04.81;Grabow;"Kreuzen Mai 81; H Garlow; El 7; 425/ 390; 34,5/ 41; Männlich 4 3,0; M - 3,5;M -1 Rv = 11,5 g; LT 10 Lt 12,5 = 2";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";108;22.04.81;Grabow;"H Garbow; El 8; 1140/ 915; 45,5/ 52; H = 25 g; Weiblich 4 = 150 g; F = 2; M = 0";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";109;22.04.81;Grabow;"El 9; 2605/ 2000; 56,5/ 65; 4 -5 Weiblich = 430 g; H - 60 g; F - 3; M = 0";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";110;22.04.81;Grabow;"H Garbow; El 10; 140/ 120 g; 23/ 27cm; H = 2,5 g; M = Rr 9/ 7 cm; 7,5 g; F vg 1 = 4; juv.";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";111;22.04.81;Grabow;"Linke 12; 64,5 Body; 56 Trunk; Männlich 2; 4 - F; El Er; Einmal tw. 28.7.81; Schleppen. GB Darm";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";112;23.03.81;Grabow;"3.6.81; El; 660/ 610; 44/ 38,5; Männlich 6 = 3,5 g; H = 6,8; M; 6, w";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";113;09.04.81;Grabow;"El; 86,5/ 97,5; Weiblich 5; 9.4.81; ";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";114;09.04.81;Grabow;"El; 102/ 135; Weiblich 5 fleißt; 9.4.81; Bruge; 2";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";1;30.03.82;Lauterbach;"Linl 12; 30.3.82; Lauterbach; E.l. 82; No1 (s1); 4730 g/ 3450 g; Gw 940; M = 135g; Weiblich 4";Viel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";2;30.03.82;Lauterbach;"(5 Kisten 1); Lauterbach; 30.3.82; E1 01/03/82; E.l. 57";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";3;30.03.82;Lauterbach;"30.3.82; E.l. 77";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";4;30.03.82;Lauterbach;"E.l. 78; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";5;30.03.82;Lauterbach;"E.l. 78; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";6;30.03.82;Lauterbach;"30.3.82; E.l. 79";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";7;30.03.82;Lauterbach;"30.3.82; E.l. 80";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";8;30.03.82;Lauterbach;"30.3.82; E.l. 81";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";9;30.03.82;Lauterbach;"E.l. 81; 90 mm; 30.03.82";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";10;30.03.82;Lauterbach;"E.l. 84,5; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";11;30.03.82;Lauterbach;"30.3.82; E.l. 85";Viel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";12;30.03.82;Lauterbach;"E.l. 85; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";13;30.03.82;Lauterbach;"E.l. 85; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";14;30.03.82;Lauterbach;"E.l. 86; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";15;30.03.82;Lauterbach;"E.l. 87; 30.3.82";Viel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";16;30.03.82;Lauterbach;"E.l. 87; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";17;30.03.82;Lauterbach;"El. 88; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";18;30.03.82;Lauterbach;"E.l. 89; 30.3.82";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";19;30.03.82;Lauterbach;"E.l. 89; 30.3.82";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";20;30.03.82;Lauterbach;"E.l. 89; 30.3.82";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";21;30.03.82;Lauterbach;"El 91; 30.3.82";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";22;30.03.82;Lauterbach;"E.l. 92; 30.3.82";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";23;30.03.82;Lauterbach;"E.l. 92; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";24;30.03.82;Lauterbach;"E.l. 92; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";25;30.03.82;Lauterbach;"5 Kisten 1; Lauterbach; E.l. 93; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";26;30.03.82;Lauterbach;"E.l. 93; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";27;30.03.82;Lauterbach;"E.l. 95; 30.3.82";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";28;30.03.82;Lauterbach;"E.l. 98; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";29;30.03.82;Lauterbach;"30.3.82; E.l. 99; Weiblich";Wenig;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";30;30.03.82;Lauterbach;"E.l. 106; 30.3.82";Mittel;Greifswalder Bodden;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";31;23.11.81;Gelbes Ufer ;"Link 12; Probe 2; Gelbes Ufer; 23.11.82; 1; Lt : 74,5 cm";Wenig;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";32;23.11.82;Gelbes Ufer ;"23.11.82; 2; Lt: 65,5 cm";Mittel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";33;23.11.82;Gelbes Ufer ;"23.11.82; 3; Lt : 65,5 cm ";Mittel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";34;23.11.81;Gelbes Ufer ;"23.11.82; 4; Lt: 71,0 cm";Mittel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";35;23.11.82;Gelbes Ufer ;"23.11.82; 5; Lt: 73,0 cm";Mittel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";36;23.11.82;Gelbes Ufer ;"23.11.82; 6; Lt: 81,5 cm";Wenig;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";37;23.11.81;Gelbes Ufer ;"23.11.82; 7; Lt: 62,5 cm";Wenig;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";38;23.11.82;Gelbes Ufer ;"23.11.82; 8; Lt. 61 cm";Wenig;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";39;23.11.82;Gelbes Ufer ;"23.11.82; 9; Lt: 72 cm";Wenig;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";40;23.11.81;Gelbes Ufer ;"23.11.82; 10; Lt: 49,5 cm";Viel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";41;23.11.82;Gelbes Ufer ;"23.11.82; 11; Lt: 80 cm";Wenig;Strelasund;Greifswalder Bodden;
